ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ConceptInSource,Entry
TarahumaraCentral-55_head-2,,TarahumaraCentral,55_head,mo'ó,mo'ó,m o ó/o,,Lionnet1985,147,,^m o 'ó$,default,,"147 *mо'о, ""cabeza"". - ТЕР mо'о; En mó ""cabello""; MA mó'о-, mó-; Vb mо'ó, Va mо'ó, TA mо'ó; TR móar_""cuello""."
Tubar-55_head-1,,Tubar,55_head,móar,móar,m ó/o a r,,Lionnet1985,147,,^m ó a r$,default,cuello,"147 *mо'о, ""cabeza"". - ТЕР mо'о; En mó ""cabello""; MA mó'о-, mó-; Vb mо'ó, Va mо'ó, TA mо'ó; TR móar_""cuello""."
ProtoSonoran-56_falldown-1,,ProtoSonoran,56_falldown,*wɨcɨ,*wɨcɨ,w ɨ ts ɨ,,Lionnet1985,341,,^*w ɨ c ɨ$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
ProtoSonoran-56_falldown-2,,ProtoSonoran,56_falldown,wɨc-i,wɨc-i,w ɨ ts + i,,Lionnet1985,341,,^w ɨ c - i$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
ProtoTepiman-56_falldown-1,,ProtoTepiman,56_falldown,gíɨsɨ-,gíɨsɨ-,g íɨ/iɨ s ɨ,,Lionnet1985,341,,^g íɨ s ɨ -$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
Opata-56_falldown-1,,Opata,56_falldown,gwec-,gwec-,gʷ e ts,,Lionnet1985,341,,^gw e c -$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
EudeveSouth-56_falldown-1,,EudeveSouth,56_falldown,vece-,vece-,v e ts e,,Lionnet1985,341,,^v e c e -$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
Yaqui-56_falldown-1,,Yaqui,56_falldown,wecé,wecé,w e ts é/e,,Lionnet1985,341,,^w e c é$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
Mayo-56_falldown-1,,Mayo,56_falldown,wétce,wétce,w é/e t ts e,,Lionnet1985,341,,^w é t c e$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
WarihioLowland-56_falldown-1,,WarihioLowland,56_falldown,wici-,wici-,w i ts i,,Lionnet1985,341,,^w i c i -$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
WarihioHighland-56_falldown-1,,WarihioHighland,56_falldown,wihci -,wihci_-,w i h ts i,,Lionnet1985,341,,^w i h c i _-$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
TarahumaraCentral-56_falldown-1,,TarahumaraCentral,56_falldown,wicí,wicí,w i ts í/i,,Lionnet1985,341,,^w i c í$,default,,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
Tubar-56_falldown-1,,Tubar,56_falldown,mwecerak,mwecerak,mʷ e ts e r a k,,Lionnet1985,341,,^mw e c e r a k$,default,se caerá,"341 *wɨcɨ, wɨc-i, ""caerse"". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, TA wicí; TR mwecerak_""se caerá""."
ProtoSonoran-57_losehair-1,,ProtoSonoran,57_losehair,*nuyu,*nuyu,n u y/j u,,Lionnet1985,179,,^* n uyu$,default,,"179 *nuyu, nu-i, ""caerse el cabello"". - O nud-, Es nudu-; Y nuúhe."
ProtoSonoran-57_losehair-2,,ProtoSonoran,57_losehair,nu-i,nu-i,n u + i,,Lionnet1985,179,,^n u - i$,default,,"179 *nuyu, nu-i, ""caerse el cabello"". - O nud-, Es nudu-; Y nuúhe."
Opata-57_losehair-1,,Opata,57_losehair,nud-,nud-,n u d,,Lionnet1985,179,,^n u d -$,default,,"179 *nuyu, nu-i, ""caerse el cabello"". - O nud-, Es nudu-; Y nuúhe."
EudeveSouth-57_losehair-1,,EudeveSouth,57_losehair,nudu-,nudu-,n u d u,,Lionnet1985,179,,^n u d u -$,default,,"179 *nuyu, nu-i, ""caerse el cabello"". - O nud-, Es nudu-; Y nuúhe."
Yaqui-57_losehair-1,,Yaqui,57_losehair,nuúhe.,nuúhe,n u ú/u h e,,Lionnet1985,179,,^n uú h e$,default,,"179 *nuyu, nu-i, ""caerse el cabello"". - O nud-, Es nudu-; Y nuúhe."
ProtoSonoran-58_shrimp-1,,ProtoSonoran,58_shrimp,*koci,*koci,k o ts i,,Lionnet1985,90,,^* k o c i$,default,,"90 *koci, ""camarón"" . - Y koóci, МА báа kоóсi-m; Va kohcí; TA koci-kál."
Yaqui-58_shrimp-1,,Yaqui,58_shrimp,koóci,koóci,k o ó/o ts i,,Lionnet1985,90,,^k o ó c i$,default,,"90 *koci, ""camarón"" . - Y koóci, МА báа kоóсi-m; Va kohcí; TA koci-kál."
Mayo-58_shrimp-1,,Mayo,58_shrimp,báa koóci-m,báa_koóci-m,b á/a a + k o ó/o ts i + m,,Lionnet1985,90,,^b áa _ k o ó c i - m$,default,,"90 *koci, ""camarón"" . - Y koóci, МА báа kоóсi-m; Va kohcí; TA koci-kál."
WarihioHighland-58_shrimp-1,,WarihioHighland,58_shrimp,kohcí,kohcí,k o h ts í/i,,Lionnet1985,90,,^k o h c í$,default,,"90 *koci, ""camarón"" . - Y koóci, МА báа kоóсi-m; Va kohcí; TA koci-kál."
TarahumaraCentral-58_shrimp-1,,TarahumaraCentral,58_shrimp,koci-kál.,koci-kál,k o ts i + k á/a l,,Lionnet1985,90,,^k o c i - k á l$,default,,"90 *koci, ""camarón"" . - Y koóci, МА báа kоóсi-m; Va kohcí; TA koci-kál."
ProtoSonoran-59_pathroad-1,,ProtoSonoran,59_pathroad,*powɨ,*powɨ,p o w ɨ,,Lionnet1985,217,,^* p o w ɨ$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
ProtoTepiman-59_pathroad-1,,ProtoTepiman,59_pathroad,vói,vói,v ó/o i,,Lionnet1985,217,,^v ó i$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
Opata-59_pathroad-1,,Opata,59_pathroad,bogwe,bogwe,b o gʷ e,,Lionnet1985,217,,^b o gw e$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
EudeveNorth-59_pathroad-1,,EudeveNorth,59_pathroad,vowé-t,vowé-t,v o w é/e + t,,Lionnet1985,217,,^v o w é - t$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
Yaqui-59_pathroad-1,,Yaqui,59_pathroad,boó'o,boó'o,b o ó/o o,,Lionnet1985,217,,^b o ó 'o$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
Mayo-59_pathroad-1,,Mayo,59_pathroad,boó'o,boó'o,b o ó/o o,,Lionnet1985,217,,^b o ó 'o$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
WarihioLowland-59_pathroad-1,,WarihioLowland,59_pathroad,po'owé,po'owé,p o ʔ o w é/e,,Lionnet1985,217,,^p o 'o w é$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
WarihioHighland-59_pathroad-1,,WarihioHighland,59_pathroad,poé,poé,p o é/e,,Lionnet1985,217,,^p o é$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
TarahumaraCentral-59_pathroad-1,,TarahumaraCentral,59_pathroad,bowé,bowé,b o w é/e,,Lionnet1985,217,,^b o w é$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
TarahumaraCentral-59_pathroad-2,,TarahumaraCentral,59_pathroad,bo'wé,bo'wé,b o ʔ w é/e,,Lionnet1985,217,,^b o 'w é$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
Tubar-59_pathroad-1,,Tubar,59_pathroad,wo-ta.,wo-ta,w o + t a,,Lionnet1985,217,,^w o - t a$,default,,"217 *powɨ, ""саminо"". - ТЕР vói; O bogwe, Еn vowé-t; Y.MA bоó'о; Vb ро'owé, Va роé, TA bowé, bо'wé; TR wo-ta."
ProtoSonoran-61_becometired-1,,ProtoSonoran,61_becometired,*lo,*lo,l o,,Lionnet1985,225,,^* l o$,default,,"225 *lо, ""cansarsе "". - Y.МА ló-ttе; Va hе'-lоí; TR lо-kán_""саnsаdо ""."
Yaqui-61_becometired-1,,Yaqui,61_becometired,ló-tte,ló-tte,l ó/o + tt/tː e,,Lionnet1985,225,,^l ó - tt e$,default,,"225 *lо, ""cansarsе "". - Y.МА ló-ttе; Va hе'-lоí; TR lо-kán_""саnsаdо ""."
Mayo-61_becometired-1,,Mayo,61_becometired,ló-tte,ló-tte,l ó/o + tt/tː e,,Lionnet1985,225,,^l ó - tt e$,default,,"225 *lо, ""cansarsе "". - Y.МА ló-ttе; Va hе'-lоí; TR lо-kán_""саnsаdо ""."
WarihioHighland-61_becometired-1,,WarihioHighland,61_becometired,he'-loí,he'-loí,h e ʔ + l o í/i,,Lionnet1985,225,,^h e ' - l oí$,default,,"225 *lо, ""cansarsе "". - Y.МА ló-ttе; Va hе'-lоí; TR lо-kán_""саnsаdо ""."
Tubar-61_becometired-1,,Tubar,61_becometired,lo-kán,lo-kán,l o + k á/a n,,Lionnet1985,225,,^l o - k á n$,default,"cansado,","225 *lо, ""cansarsе "". - Y.МА ló-ttе; Va hе'-lоí; TR lо-kán_""саnsаdо ""."
ProtoSonoran-62_sing-1,,ProtoSonoran,62_sing,*kwika,*kwika,kʷ i k a,,Lionnet1985,123,,^* kw i k a$,default,,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
Opata-62_sing-1,,Opata,62_sing,gwik,gwik,gʷ i k,,Lionnet1985,123,,^gw i k$,default,,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
EudeveNorth-62_sing-1,,EudeveNorth,62_sing,bíka-,bíka-,b í/i k a,,Lionnet1985,123,,^b í k a -$,default,,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
Yaqui-62_sing-1,,Yaqui,62_sing,bwiíka,bwiíka,bʷ i í/i k a,,Lionnet1985,123,,^bw ií k a$,default,,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
Mayo-62_sing-1,,Mayo,62_sing,bwiíka,bwiíka,bʷ i í/i k a,,Lionnet1985,123,,^bw ií k a$,default,,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
WarihioLowland-62_sing-1,,WarihioLowland,62_sing,wíka-,wíka-,w í/i k a,,Lionnet1985,123,,^w í k a -$,default,,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
WarihioHighland-62_sing-1,,WarihioHighland,62_sing,wiká,wiká,w i k á/a,,Lionnet1985,123,,^w i k á$,default,,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
TarahumaraCentral-62_sing-1,,TarahumaraCentral,62_sing,wiká,wiká,w i k á/a,,Lionnet1985,123,,^w i k á$,default,,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
Tubar-62_sing-1,,Tubar,62_sing,kwik-wit,kwik-wit,kʷ i k + w i t,,Lionnet1985,123,,^kw i k - w i t$,default,cuicacoche,"123 *kwika, ""cantar"". - O gwik, Еn bíka-; Y bwiíka, MA bwiíka; Vb wíka-, Va.TA wiká; TR kwik-wit_""cuicacoche""."
ProtoSonoran-62_sing-2,,ProtoSonoran,62_sing,*nawahi,*nawahi,n a w a h i,,Lionnet1985,170,,^* n a w a h i$,default,,"170 *nawahi, ""cantar"". - Tn anái; TA nawahí; TR nyay-."
TepehuanNorth-62_sing-1,,TepehuanNorth,62_sing,anái,anái,a n á/a i,,Lionnet1985,170,,^a n ái$,default,,"170 *nawahi, ""cantar"". - Tn anái; TA nawahí; TR nyay-."
TarahumaraCentral-62_sing-2,,TarahumaraCentral,62_sing,nawahí,nawahí,n a w a h í/i,,Lionnet1985,170,,^n a w a h í$,default,,"170 *nawahi, ""cantar"". - Tn anái; TA nawahí; TR nyay-."
Tubar-62_sing-2,,Tubar,62_sing,nyay-.,nyay-,n y/j a y/j,,Lionnet1985,170,,^n ya y -$,default,,"170 *nawahi, ""cantar"". - Tn anái; TA nawahí; TR nyay-."
ProtoSonoran-63_meat-1,,ProtoSonoran,63_meat,*sapa,*sapa,s a p a,,Lionnet1985,232,,^*s a p a$,default,,"232 *sара, ""carne"". - Еn sába; Vb sa'арá, Va.TA sa'рá; TR sa-sapá-r_""pantorrilla ""."
EudeveNorth-63_meat-1,,EudeveNorth,63_meat,sába,sába,s á/a b a,,Lionnet1985,232,,^s á b a$,default,,"232 *sара, ""carne"". - Еn sába; Vb sa'арá, Va.TA sa'рá; TR sa-sapá-r_""pantorrilla ""."
WarihioLowland-63_meat-1,,WarihioLowland,63_meat,sa'apá,sa'apá,s a ʔ a p á/a,,Lionnet1985,232,,^s a 'a p á$,default,,"232 *sара, ""carne"". - Еn sába; Vb sa'арá, Va.TA sa'рá; TR sa-sapá-r_""pantorrilla ""."
WarihioHighland-63_meat-1,,WarihioHighland,63_meat,sa'pá,sa'pá,s a p á/a,,Lionnet1985,232,,^s a 'p á$,default,,"232 *sара, ""carne"". - Еn sába; Vb sa'арá, Va.TA sa'рá; TR sa-sapá-r_""pantorrilla ""."
TarahumaraCentral-63_meat-1,,TarahumaraCentral,63_meat,sa'pá,sa'pá,s a p á/a,,Lionnet1985,232,,^s a 'p á$,default,,"232 *sара, ""carne"". - Еn sába; Vb sa'арá, Va.TA sa'рá; TR sa-sapá-r_""pantorrilla ""."
Tubar-63_meat-1,,Tubar,63_meat,sa-sapá-r,sa-sapá-r,s a + s a p á/a + r,,Lionnet1985,232,,^s a - s a p á - r$,default,"pantorrilla,","232 *sара, ""carne"". - Еn sába; Vb sa'арá, Va.TA sa'рá; TR sa-sapá-r_""pantorrilla ""."
ProtoSonoran-64_fleshbody-1,,ProtoSonoran,64_fleshbody,*tukuwa,*tukuwa,t u k u w a,,Lionnet1985,321,,^* t u k u w a$,default,,"321 *tukuwa, ""carne, cuerpo"". - ТЕР tuukúga; Y tékwa, МА tékgwa; TR tíkuwá-t."
ProtoTepiman-64_fleshbody-1,,ProtoTepiman,64_fleshbody,tuukúga,tuukúga,t u u/u k ú/u g a,,Lionnet1985,321,,^t uu k ú g a$,default,,"321 *tukuwa, ""carne, cuerpo"". - ТЕР tuukúga; Y tékwa, МА tékgwa; TR tíkuwá-t."
Yaqui-64_fleshbody-1,,Yaqui,64_fleshbody,tékwa,tékwa,t é/e kʷ a,,Lionnet1985,321,,^t é kw a$,default,,"321 *tukuwa, ""carne, cuerpo"". - ТЕР tuukúga; Y tékwa, МА tékgwa; TR tíkuwá-t."
Mayo-64_fleshbody-1,,Mayo,64_fleshbody,tékgwa,tékgwa,t é/e k gʷ a,,Lionnet1985,321,,^t é k gw a$,default,,"321 *tukuwa, ""carne, cuerpo"". - ТЕР tuukúga; Y tékwa, МА tékgwa; TR tíkuwá-t."
Tubar-64_fleshbody-1,,Tubar,64_fleshbody,tíkuwá-t.,tíkuwá-t,t í/i k u w á/a + t,,Lionnet1985,321,,^t í k u w á - t$,default,,"321 *tukuwa, ""carne, cuerpo"". - ТЕР tuukúga; Y tékwa, МА tékgwa; TR tíkuwá-t."
ProtoSonoran-65_reeds-1,,ProtoSonoran,65_reeds,*paka,*paka,p a k a,,Lionnet1985,185,,^* p a k a$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
TohonoOdam-65_reeds-1,,TohonoOdam,65_reeds,wahpk,wahpk,w a h p k,,Lionnet1985,185,,^w a h p k$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
SonoraPimaBajo-65_reeds-1,,SonoraPimaBajo,65_reeds,vakka,vakka,v a kk/kː a,,Lionnet1985,185,,^v a kk a$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
Opata-65_reeds-1,,Opata,65_reeds,vaka-t,vaka-t,v a k a + t,,Lionnet1985,185,,^v a k a - t$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
EudeveNorth-65_reeds-1,,EudeveNorth,65_reeds,bakí-bo,bakí-bo,b a k í/i + b o,,Lionnet1985,185,,^b a k í - b o$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
Yaqui-65_reeds-1,,Yaqui,65_reeds,báka,báka,b á/a k a,,Lionnet1985,185,,^b á k a$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
Mayo-65_reeds-1,,Mayo,65_reeds,baáka,baáka,b a á/a k a,,Lionnet1985,185,,^b aá k a$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
WarihioHighland-65_reeds-1,,WarihioHighland,65_reeds,paká,paká,p a k á/a,,Lionnet1985,185,,^p a k á$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
TarahumaraCentral-65_reeds-1,,TarahumaraCentral,65_reeds,baká,baká,b a k á/a,,Lionnet1985,185,,^b a k á$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
Tubar-65_reeds-1,,Tubar,65_reeds,waká-t.,waká-t,w a k á/a + t,,Lionnet1985,185,,^w a k á - t$,default,,"185 *paka, ""carrizo"". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, TA baká; TR waká-t."
ProtoSonoran-66_house-1,,ProtoSonoran,66_house,*kari,*kari,k a r i,,Lionnet1985,74,,^* k a r i$,default,,"74 *kari, ""casa"". - Y kári, МА káari; Vb kaarí, karí, Va karí, TA karí; TR kalí-n_""pueblo ""."
Yaqui-66_house-1,,Yaqui,66_house,kári,kári,k á/a r i,,Lionnet1985,74,,^k á r i$,default,,"74 *kari, ""casa"". - Y kári, МА káari; Vb kaarí, karí, Va karí, TA karí; TR kalí-n_""pueblo ""."
Mayo-66_house-1,,Mayo,66_house,káari,káari,k á/a a r i,,Lionnet1985,74,,^k áa r i$,default,,"74 *kari, ""casa"". - Y kári, МА káari; Vb kaarí, karí, Va karí, TA karí; TR kalí-n_""pueblo ""."
WarihioLowland-66_house-1,,WarihioLowland,66_house,kaarí,kaarí,k a a r í/i,,Lionnet1985,74,,^k aa r í$,default,,"74 *kari, ""casa"". - Y kári, МА káari; Vb kaarí, karí, Va karí, TA karí; TR kalí-n_""pueblo ""."
WarihioLowland-66_house-2,,WarihioLowland,66_house,karí,karí,k a r í/i,,Lionnet1985,74,,^k a r í$,default,,"74 *kari, ""casa"". - Y kári, МА káari; Vb kaarí, karí, Va karí, TA karí; TR kalí-n_""pueblo ""."
WarihioHighland-66_house-1,,WarihioHighland,66_house,karí,karí,k a r í/i,,Lionnet1985,74,,^k a r í$,default,,"74 *kari, ""casa"". - Y kári, МА káari; Vb kaarí, karí, Va karí, TA karí; TR kalí-n_""pueblo ""."
TarahumaraCentral-66_house-1,,TarahumaraCentral,66_house,karí,karí,k a r í/i,,Lionnet1985,74,,^k a r í$,default,,"74 *kari, ""casa"". - Y kári, МА káari; Vb kaarí, karí, Va karí, TA karí; TR kalí-n_""pueblo ""."
Tubar-66_house-1,,Tubar,66_house,kalí-n,kalí-n,k a l í/i + n,,Lionnet1985,74,,^k a l í - n$,default,"pueblo,","74 *kari, ""casa"". - Y kári, МА káari; Vb kaarí, karí, Va karí, TA karí; TR kalí-n_""pueblo ""."
ProtoSonoran-66_house-2,,ProtoSonoran,66_house,*ki,*ki,k i,,Lionnet1985,80,,^* k i$,default,,"80 *ki, ""саsа"". - ТЕР kíi; O ki, En kí-; TR ki-tá."
ProtoTepiman-66_house-1,,ProtoTepiman,66_house,kíi,kíi,k íi/iː,,Lionnet1985,80,,^k íi$,default,,"80 *ki, ""саsа"". - ТЕР kíi; O ki, En kí-; TR ki-tá."
Opata-66_house-1,,Opata,66_house,ki,ki,k i,,Lionnet1985,80,,^k i$,default,,"80 *ki, ""саsа"". - ТЕР kíi; O ki, En kí-; TR ki-tá."
EudeveNorth-66_house-1,,EudeveNorth,66_house,kí-,kí-,k í/i,,Lionnet1985,80,,^k í -$,default,,"80 *ki, ""саsа"". - ТЕР kíi; O ki, En kí-; TR ki-tá."
Tubar-66_house-2,,Tubar,66_house,ki-tá.,ki-tá,k i + t á/a,,Lionnet1985,80,,^k i - t á$,default,,"80 *ki, ""саsа"". - ТЕР kíi; O ki, En kí-; TR ki-tá."
ProtoSonoran-67_marrymalesubject-1,,ProtoSonoran,67_marrymalesubject,*hupɨ,*hupɨ,h u p ɨ,,Lionnet1985,68,,^*h u p ɨ$,default,,"68 *hupɨ, ""casarse el hombre""; hup-i, ""esposa"". - ТЕР 'uví; O hu, hubi-, Еn hóbe-; Y.MA huúbi; Vb huupí, Va uрí, hupí, TA uре-, upí."
ProtoSonoran-68_hunt-1,,ProtoSonoran,68_hunt,*'amu,*'amu,ʔ a m u,,Lionnet1985,3,,^* 'a m u$,default,,"3 *'amu, ""cazar"". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí_""buscar""."
Opata-68_hunt-1,,Opata,68_hunt,hamu,hamu,h a m u,,Lionnet1985,3,,^h a m u$,default,,"3 *'amu, ""cazar"". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí_""buscar""."
EudeveNorth-68_hunt-1,,EudeveNorth,68_hunt,ámu-,ámu-,á/a m u,,Lionnet1985,3,,^á m u -$,default,,"3 *'amu, ""cazar"". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí_""buscar""."
Yaqui-68_hunt-1,,Yaqui,68_hunt,'aámu,'aámu,ʔ a á/a m u,,Lionnet1985,3,,^'aá m u$,default,,"3 *'amu, ""cazar"". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí_""buscar""."
Mayo-68_hunt-1,,Mayo,68_hunt,aámu,aámu,a á/a m u,,Lionnet1985,3,,^aá m u$,default,,"3 *'amu, ""cazar"". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí_""buscar""."
TarahumaraCentral-68_hunt-1,,TarahumaraCentral,68_hunt,amí,amí,a m í/i,,Lionnet1985,3,,^a m í$,default,buscar,"3 *'amu, ""cazar"". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí_""buscar""."
ProtoSonoran-60_cane-1,,ProtoSonoran,60_cane,*'oma,*'oma,ʔ o m a,,Lionnet1985,15,,^* 'o m a$,default,,"15 *'oma, ""caña"". - O oma, En omá, Es homa-; Vb yóri-homá_""caña de azucar"", Va omá, TA oomá, má."
Opata-60_cane-1,,Opata,60_cane,oma,oma,o m a,,Lionnet1985,15,,^o m a$,default,,"15 *'oma, ""caña"". - O oma, En omá, Es homa-; Vb yóri-homá_""caña de azucar"", Va omá, TA oomá, má."
EudeveNorth-60_cane-1,,EudeveNorth,60_cane,omá,omá,o m á/a,,Lionnet1985,15,,^o m á$,default,,"15 *'oma, ""caña"". - O oma, En omá, Es homa-; Vb yóri-homá_""caña de azucar"", Va omá, TA oomá, má."
EudeveSouth-60_cane-1,,EudeveSouth,60_cane,homa-,homa-,h o m a,,Lionnet1985,15,,^h o m a -$,default,,"15 *'oma, ""caña"". - O oma, En omá, Es homa-; Vb yóri-homá_""caña de azucar"", Va omá, TA oomá, má."
WarihioLowland-60_cane-1,,WarihioLowland,60_cane,yóri-homá,yóri-homá,y/j ó/o r i + h o m á/a,,Lionnet1985,15,,^y ó r i - h o m á$,default,caña de azucar,"15 *'oma, ""caña"". - O oma, En omá, Es homa-; Vb yóri-homá_""caña de azucar"", Va omá, TA oomá, má."
WarihioHighland-60_cane-1,,WarihioHighland,60_cane,omá,omá,o m á/a,,Lionnet1985,15,,^o m á$,default,,"15 *'oma, ""caña"". - O oma, En omá, Es homa-; Vb yóri-homá_""caña de azucar"", Va omá, TA oomá, má."
